nct_id,mesh_term,mesh_type
NCT01811966,Pathologic Processes,mesh-ancestor
NCT01812291,Diabetes Mellitus,mesh-list
NCT01812291,Disease,mesh-list
NCT01812291,Depression,mesh-list
NCT01812291,Depressive Disorder,mesh-list
NCT01812291,"Depressive Disorder, Major",mesh-list
NCT01812291,Pathologic Processes,mesh-ancestor
NCT01812291,Glucose Metabolism Disorders,mesh-ancestor
NCT01812291,Metabolic Diseases,mesh-ancestor
NCT01812291,Endocrine System Diseases,mesh-ancestor
NCT01812291,Behavioral Symptoms,mesh-ancestor
NCT01812291,Mood Disorders,mesh-ancestor
NCT01812291,Mental Disorders,mesh-ancestor
NCT01812304,Congenital Abnormalities,mesh-list
NCT01812616,Glioblastoma,mesh-list
NCT01812616,Astrocytoma,mesh-ancestor
NCT01812616,Glioma,mesh-ancestor
NCT01812616,"Neoplasms, Neuroepithelial",mesh-ancestor
NCT01812616,Neuroectodermal Tumors,mesh-ancestor
NCT01812616,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT01812616,Neoplasms by Histologic Type,mesh-ancestor
NCT01812616,Neoplasms,mesh-ancestor
NCT01812616,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01812616,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT01816386,"Pain, Postoperative",mesh-list
NCT01816386,Postoperative Complications,mesh-ancestor
NCT01816386,Pathologic Processes,mesh-ancestor
NCT01816386,Pain,mesh-ancestor
NCT01816386,Neurologic Manifestations,mesh-ancestor
NCT01817738,Prostatic Neoplasms,mesh-list
NCT01817738,"Genital Neoplasms, Male",mesh-ancestor
NCT01817738,Urogenital Neoplasms,mesh-ancestor
NCT01817738,Neoplasms by Site,mesh-ancestor
NCT01817738,Neoplasms,mesh-ancestor
NCT01817738,Prostatic Diseases,mesh-ancestor
NCT01818115,Glaucoma,mesh-list
NCT01818115,Cataract,mesh-list
NCT01818115,"Glaucoma, Open-Angle",mesh-list
NCT01818115,Ocular Hypertension,mesh-ancestor
NCT01818115,Eye Diseases,mesh-ancestor
NCT01818115,Lens Diseases,mesh-ancestor
NCT01820702,Bone Diseases,mesh-list
NCT01820702,"Bone Diseases, Metabolic",mesh-list
NCT01820702,Muscular Atrophy,mesh-list
NCT01820702,Cardiovascular Abnormalities,mesh-list
NCT01820702,Metabolic Diseases,mesh-list
NCT01820702,Acid-Base Imbalance,mesh-list
NCT01820702,Body Weight,mesh-list
NCT01820702,Body Weight Changes,mesh-list
NCT01820702,Sprains and Strains,mesh-list
NCT01820702,Atrophy,mesh-ancestor
NCT01820702,"Pathological Conditions, Anatomical",mesh-ancestor
NCT01820702,Congenital Abnormalities,mesh-ancestor
NCT01820702,Wounds and Injuries,mesh-ancestor
NCT01820702,Neuromuscular Manifestations,mesh-ancestor
NCT01820702,Neurologic Manifestations,mesh-ancestor
NCT01820702,Nervous System Diseases,mesh-ancestor
NCT01820702,Musculoskeletal Diseases,mesh-ancestor
NCT01820702,Cardiovascular Diseases,mesh-ancestor
NCT00646334,Hernia,mesh-list
NCT00646334,Incisional Hernia,mesh-list
NCT00646334,"Pathological Conditions, Anatomical",mesh-ancestor
NCT00646334,Postoperative Complications,mesh-ancestor
NCT00646334,Pathologic Processes,mesh-ancestor
NCT01831947,Macular Degeneration,mesh-list
NCT01831947,Retinal Degeneration,mesh-ancestor
NCT01831947,Retinal Diseases,mesh-ancestor
NCT01831947,Eye Diseases,mesh-ancestor
NCT01832389,Subarachnoid Hemorrhage,mesh-list
NCT01832389,Hemorrhage,mesh-list
NCT01832389,Pathologic Processes,mesh-ancestor
NCT01832389,Intracranial Hemorrhages,mesh-ancestor
NCT01832389,Cerebrovascular Disorders,mesh-ancestor
NCT01832389,Brain Diseases,mesh-ancestor
NCT01832389,Central Nervous System Diseases,mesh-ancestor
NCT01832389,Nervous System Diseases,mesh-ancestor
NCT01832389,Vascular Diseases,mesh-ancestor
NCT01832389,Cardiovascular Diseases,mesh-ancestor
NCT01834573,Intestinal Diseases,mesh-list
NCT01834573,Inflammatory Bowel Diseases,mesh-list
NCT01834573,Gastrointestinal Diseases,mesh-ancestor
NCT01834573,Digestive System Diseases,mesh-ancestor
NCT01834573,Gastroenteritis,mesh-ancestor
NCT01835678,Diabetes Mellitus,mesh-list
NCT01835678,"Diabetes Mellitus, Type 2",mesh-list
NCT01835678,Glucose Metabolism Disorders,mesh-ancestor
NCT01835678,Metabolic Diseases,mesh-ancestor
NCT01835678,Endocrine System Diseases,mesh-ancestor
NCT00650143,Myocardial Infarction,mesh-list
NCT00650143,Infarction,mesh-list
NCT00650143,Ischemia,mesh-ancestor
NCT00650143,Pathologic Processes,mesh-ancestor
NCT00650143,Necrosis,mesh-ancestor
NCT00650143,Myocardial Ischemia,mesh-ancestor
NCT00650143,Heart Diseases,mesh-ancestor
NCT00650143,Cardiovascular Diseases,mesh-ancestor
NCT00650143,Vascular Diseases,mesh-ancestor
NCT01845129,Aphasia,mesh-list
NCT01845129,Speech Disorders,mesh-ancestor
NCT01845129,Language Disorders,mesh-ancestor
NCT01845129,Communication Disorders,mesh-ancestor
NCT01845129,Neurobehavioral Manifestations,mesh-ancestor
NCT01845129,Neurologic Manifestations,mesh-ancestor
NCT01845129,Nervous System Diseases,mesh-ancestor
NCT01845142,Vitamin D Deficiency,mesh-list
NCT01845142,Avitaminosis,mesh-ancestor
NCT01845142,Deficiency Diseases,mesh-ancestor
NCT01845142,Malnutrition,mesh-ancestor
NCT01845142,Nutrition Disorders,mesh-ancestor
NCT01850875,Back Pain,mesh-list
NCT01850875,Pain,mesh-ancestor
NCT01850875,Neurologic Manifestations,mesh-ancestor
NCT01852526,Spondylolisthesis,mesh-list
NCT01852526,Spondylolysis,mesh-ancestor
NCT01852526,Spondylosis,mesh-ancestor
NCT01852526,Spinal Diseases,mesh-ancestor
NCT01852526,Bone Diseases,mesh-ancestor
NCT01852526,Musculoskeletal Diseases,mesh-ancestor
NCT01855035,Stroke,mesh-list
NCT01855035,Atrial Fibrillation,mesh-list
NCT01855035,Cerebrovascular Disorders,mesh-ancestor
NCT01855035,Brain Diseases,mesh-ancestor
NCT01855035,Central Nervous System Diseases,mesh-ancestor
NCT01855035,Nervous System Diseases,mesh-ancestor
NCT01855035,Vascular Diseases,mesh-ancestor
NCT01855035,Cardiovascular Diseases,mesh-ancestor
NCT01855035,"Arrhythmias, Cardiac",mesh-ancestor
NCT01855035,Heart Diseases,mesh-ancestor
NCT01855035,Pathologic Processes,mesh-ancestor
NCT01856179,Hypercholesterolemia,mesh-list
NCT01856179,Overweight,mesh-list
NCT01856179,Body Weight,mesh-ancestor
NCT01856179,Hyperlipidemias,mesh-ancestor
NCT01856179,Dyslipidemias,mesh-ancestor
NCT01856179,Lipid Metabolism Disorders,mesh-ancestor
NCT01856179,Metabolic Diseases,mesh-ancestor
NCT01856244,Parkinson Disease,mesh-list
NCT01856244,Parkinsonian Disorders,mesh-ancestor
NCT01856244,Basal Ganglia Diseases,mesh-ancestor
NCT01856244,Brain Diseases,mesh-ancestor
NCT01856244,Central Nervous System Diseases,mesh-ancestor
NCT01856244,Nervous System Diseases,mesh-ancestor
NCT01856244,Movement Disorders,mesh-ancestor
NCT01856244,Synucleinopathies,mesh-ancestor
NCT01856244,Neurodegenerative Diseases,mesh-ancestor
NCT01859416,Malnutrition,mesh-list
NCT01859416,Nutrition Disorders,mesh-ancestor
NCT01861951,Sarcoma,mesh-list
NCT01861951,"Neoplasms, Connective and Soft Tissue",mesh-ancestor
NCT01861951,Neoplasms by Histologic Type,mesh-ancestor
NCT01861951,Neoplasms,mesh-ancestor
NCT01865604,Migraine with Aura,mesh-list
NCT01865604,CADASIL,mesh-list
NCT01865604,Cerebral Small Vessel Diseases,mesh-list
NCT01865604,Migraine Disorders,mesh-ancestor
NCT01865604,"Headache Disorders, Primary",mesh-ancestor
NCT01865604,Headache Disorders,mesh-ancestor
NCT01865604,Brain Diseases,mesh-ancestor
NCT01865604,Central Nervous System Diseases,mesh-ancestor
NCT01865604,Nervous System Diseases,mesh-ancestor
NCT01865604,Cerebral Infarction,mesh-ancestor
NCT01865604,Brain Infarction,mesh-ancestor
NCT01865604,Brain Ischemia,mesh-ancestor
NCT01865604,Cerebrovascular Disorders,mesh-ancestor
NCT01865604,"Dementia, Vascular",mesh-ancestor
NCT01865604,Cerebral Arterial Diseases,mesh-ancestor
NCT01865604,Intracranial Arterial Diseases,mesh-ancestor
NCT01865604,Stroke,mesh-ancestor
NCT01865604,Dementia,mesh-ancestor
NCT01865604,Vascular Diseases,mesh-ancestor
NCT01865604,Cardiovascular Diseases,mesh-ancestor
NCT01865604,"Genetic Diseases, Inborn",mesh-ancestor
NCT01865604,Infarction,mesh-ancestor
NCT01865604,Ischemia,mesh-ancestor
NCT01865604,Pathologic Processes,mesh-ancestor
NCT01865604,Necrosis,mesh-ancestor
NCT01867736,Atherosclerosis,mesh-list
NCT01867736,Vascular Diseases,mesh-list
NCT01867736,Peripheral Arterial Disease,mesh-list
NCT01867736,Arteriosclerosis,mesh-list
NCT01867736,Arterial Occlusive Diseases,mesh-ancestor
NCT01867736,Cardiovascular Diseases,mesh-ancestor
NCT01867736,Peripheral Vascular Diseases,mesh-ancestor
NCT00661206,Coronary Artery Disease,mesh-list
NCT00661206,Coronary Disease,mesh-ancestor
NCT00661206,Myocardial Ischemia,mesh-ancestor
NCT00661206,Heart Diseases,mesh-ancestor
NCT00661206,Cardiovascular Diseases,mesh-ancestor
NCT00661206,Arteriosclerosis,mesh-ancestor
NCT00661206,Arterial Occlusive Diseases,mesh-ancestor
NCT00661206,Vascular Diseases,mesh-ancestor
NCT00661986,Hypertension,mesh-list
NCT00661986,Vascular Diseases,mesh-ancestor
NCT00661986,Cardiovascular Diseases,mesh-ancestor
NCT00662428,Depressive Disorder,mesh-list
NCT00662428,Mood Disorders,mesh-ancestor
NCT00662428,Mental Disorders,mesh-ancestor
NCT00662714,Cystic Fibrosis,mesh-list
NCT00662714,Diabetes Mellitus,mesh-list
NCT00662714,Fibrosis,mesh-list
NCT00662714,Glucose Metabolism Disorders,mesh-ancestor
NCT00662714,Metabolic Diseases,mesh-ancestor
NCT00662714,Endocrine System Diseases,mesh-ancestor
NCT00662714,Pathologic Processes,mesh-ancestor
NCT00662714,Pancreatic Diseases,mesh-ancestor
NCT00662714,Digestive System Diseases,mesh-ancestor
NCT00662714,Lung Diseases,mesh-ancestor
NCT00662714,Respiratory Tract Diseases,mesh-ancestor
NCT00662714,"Genetic Diseases, Inborn",mesh-ancestor
NCT00662714,"Infant, Newborn, Diseases",mesh-ancestor
NCT00663104,Bone Diseases,mesh-list
NCT00663104,"Menopause, Premature",mesh-list
NCT00663104,Primary Ovarian Insufficiency,mesh-list
NCT00663104,Coronary Disease,mesh-list
NCT00663104,Metabolic Syndrome,mesh-list
NCT00663104,Syndrome,mesh-list
NCT00663104,Disease,mesh-ancestor
NCT00663104,Pathologic Processes,mesh-ancestor
NCT00663104,Insulin Resistance,mesh-ancestor
NCT00663104,Hyperinsulinism,mesh-ancestor
NCT00663104,Glucose Metabolism Disorders,mesh-ancestor
NCT00663104,Metabolic Diseases,mesh-ancestor
NCT00663104,Myocardial Ischemia,mesh-ancestor
NCT00663104,Heart Diseases,mesh-ancestor
NCT00663104,Cardiovascular Diseases,mesh-ancestor
NCT00663104,Vascular Diseases,mesh-ancestor
NCT00663104,Musculoskeletal Diseases,mesh-ancestor
NCT00663104,Ovarian Diseases,mesh-ancestor
NCT00663104,Adnexal Diseases,mesh-ancestor
NCT00663104,Gonadal Disorders,mesh-ancestor
NCT00663104,Endocrine System Diseases,mesh-ancestor
NCT01879111,Hypertension,mesh-list
NCT01879111,Heart Diseases,mesh-list
NCT01879111,Myocardial Ischemia,mesh-list
NCT01879111,Coronary Artery Disease,mesh-list
NCT01879111,Vascular Diseases,mesh-ancestor
NCT01879111,Cardiovascular Diseases,mesh-ancestor
NCT01879111,Coronary Disease,mesh-ancestor
NCT01879111,Arteriosclerosis,mesh-ancestor
NCT01879111,Arterial Occlusive Diseases,mesh-ancestor
NCT01879241,Motor Neuron Disease,mesh-list
NCT01879241,Amyotrophic Lateral Sclerosis,mesh-list
NCT01879241,Sclerosis,mesh-list
NCT01879241,Pathologic Processes,mesh-ancestor
NCT01879241,Neurodegenerative Diseases,mesh-ancestor
NCT01879241,Nervous System Diseases,mesh-ancestor
NCT01879241,Neuromuscular Diseases,mesh-ancestor
NCT01879241,Spinal Cord Diseases,mesh-ancestor
NCT01879241,Central Nervous System Diseases,mesh-ancestor
NCT01879241,TDP-43 Proteinopathies,mesh-ancestor
NCT01879241,Proteostasis Deficiencies,mesh-ancestor
NCT01879241,Metabolic Diseases,mesh-ancestor
NCT01879839,"Kidney Failure, Chronic",mesh-list
NCT01879839,Renal Insufficiency,mesh-ancestor
NCT01879839,Kidney Diseases,mesh-ancestor
NCT01879839,Urologic Diseases,mesh-ancestor
NCT01879839,"Renal Insufficiency, Chronic",mesh-ancestor
NCT01879878,Adenocarcinoma,mesh-list
NCT01879878,Carcinoma,mesh-ancestor
NCT01879878,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01879878,Neoplasms by Histologic Type,mesh-ancestor
NCT01879878,Neoplasms,mesh-ancestor
NCT00664963,Arterial Occlusive Diseases,mesh-list
NCT00664963,Vascular Diseases,mesh-ancestor
NCT00664963,Cardiovascular Diseases,mesh-ancestor
NCT01880970,Infections,mesh-list
NCT01880970,Communicable Diseases,mesh-list
NCT01880970,Fever,mesh-list
NCT01880970,Disease Attributes,mesh-ancestor
NCT01880970,Pathologic Processes,mesh-ancestor
NCT01880970,Body Temperature Changes,mesh-ancestor
NCT00665223,Huntington Disease,mesh-list
NCT00665223,Basal Ganglia Diseases,mesh-ancestor
NCT00665223,Brain Diseases,mesh-ancestor
NCT00665223,Central Nervous System Diseases,mesh-ancestor
NCT00665223,Nervous System Diseases,mesh-ancestor
NCT00665223,Dementia,mesh-ancestor
NCT00665223,Chorea,mesh-ancestor
NCT00665223,Dyskinesias,mesh-ancestor
NCT00665223,Movement Disorders,mesh-ancestor
NCT00665223,"Heredodegenerative Disorders, Nervous System",mesh-ancestor
NCT00665223,Neurodegenerative Diseases,mesh-ancestor
NCT00665223,"Genetic Diseases, Inborn",mesh-ancestor
NCT00665223,Cognition Disorders,mesh-ancestor
NCT00665223,Neurocognitive Disorders,mesh-ancestor
NCT00665223,Mental Disorders,mesh-ancestor
NCT01883531,Cystic Fibrosis,mesh-list
NCT01883531,Fibrosis,mesh-list
NCT01883531,Pathologic Processes,mesh-ancestor
NCT01883531,Pancreatic Diseases,mesh-ancestor
NCT01883531,Digestive System Diseases,mesh-ancestor
NCT01883531,Lung Diseases,mesh-ancestor
NCT01883531,Respiratory Tract Diseases,mesh-ancestor
NCT01883531,"Genetic Diseases, Inborn",mesh-ancestor
NCT01883531,"Infant, Newborn, Diseases",mesh-ancestor
NCT01883765,Attention Deficit Disorder with Hyperactivity,mesh-list
NCT01883765,Attention Deficit and Disruptive Behavior Disorders,mesh-ancestor
NCT01883765,Neurodevelopmental Disorders,mesh-ancestor
NCT01883765,Mental Disorders,mesh-ancestor
NCT01886014,Agnosia,mesh-list
NCT01886014,Perceptual Disorders,mesh-ancestor
NCT01886014,Neurobehavioral Manifestations,mesh-ancestor
NCT01886014,Neurologic Manifestations,mesh-ancestor
NCT01886014,Nervous System Diseases,mesh-ancestor
NCT01886365,Hyperglycemia,mesh-list
NCT01886365,Glucose Metabolism Disorders,mesh-ancestor
NCT01886365,Metabolic Diseases,mesh-ancestor
NCT00668759,Atrial Fibrillation,mesh-list
NCT00668759,"Arrhythmias, Cardiac",mesh-ancestor
NCT00668759,Heart Diseases,mesh-ancestor
NCT00668759,Cardiovascular Diseases,mesh-ancestor
NCT00668759,Pathologic Processes,mesh-ancestor
NCT01890317,Myocardial Infarction,mesh-list
NCT01890317,"Shock, Cardiogenic",mesh-list
NCT01890317,Infarction,mesh-list
NCT01890317,Shock,mesh-list
NCT01890317,Hypothermia,mesh-list
NCT01890317,Ischemia,mesh-ancestor
NCT01890317,Pathologic Processes,mesh-ancestor
NCT01890317,Necrosis,mesh-ancestor
NCT01890317,Myocardial Ischemia,mesh-ancestor
NCT01890317,Heart Diseases,mesh-ancestor
NCT01890317,Cardiovascular Diseases,mesh-ancestor
NCT01890317,Vascular Diseases,mesh-ancestor
NCT01890317,Body Temperature Changes,mesh-ancestor
NCT00670254,Sepsis,mesh-list
NCT00670254,Infections,mesh-ancestor
NCT00670254,Systemic Inflammatory Response Syndrome,mesh-ancestor
NCT00670254,Inflammation,mesh-ancestor
NCT00670254,Pathologic Processes,mesh-ancestor
NCT01896245,Muscle Hypotonia,mesh-list
NCT01896245,Wounds and Injuries,mesh-list
NCT01896245,Neuromuscular Manifestations,mesh-ancestor
NCT01896245,Neurologic Manifestations,mesh-ancestor
NCT01896245,Nervous System Diseases,mesh-ancestor
NCT01897558,Bradycardia,mesh-list
NCT01897558,"Arrhythmias, Cardiac",mesh-ancestor
NCT01897558,Heart Diseases,mesh-ancestor
NCT01897558,Cardiovascular Diseases,mesh-ancestor
NCT01897558,Pathologic Processes,mesh-ancestor
NCT01899456,Kidney Diseases,mesh-list
NCT01899456,"Renal Insufficiency, Chronic",mesh-list
NCT01899456,Urologic Diseases,mesh-ancestor
NCT01899456,Renal Insufficiency,mesh-ancestor
NCT01900327,Pancreatic Neoplasms,mesh-list
NCT01900327,Digestive System Neoplasms,mesh-ancestor
NCT01900327,Neoplasms by Site,mesh-ancestor
NCT01900327,Neoplasms,mesh-ancestor
NCT01900327,Endocrine Gland Neoplasms,mesh-ancestor
NCT01900327,Digestive System Diseases,mesh-ancestor
NCT01900327,Pancreatic Diseases,mesh-ancestor
NCT01900327,Endocrine System Diseases,mesh-ancestor
NCT01903538,Depression,mesh-list
NCT01903538,Behavioral Symptoms,mesh-ancestor
NCT01905475,Myocardial Infarction,mesh-list
NCT01905475,ST Elevation Myocardial Infarction,mesh-list
NCT01905475,Infarction,mesh-list
NCT01905475,Ischemia,mesh-ancestor
NCT01905475,Pathologic Processes,mesh-ancestor
NCT01905475,Necrosis,mesh-ancestor
NCT01905475,Myocardial Ischemia,mesh-ancestor
NCT01905475,Heart Diseases,mesh-ancestor
NCT01905475,Cardiovascular Diseases,mesh-ancestor
NCT01905475,Vascular Diseases,mesh-ancestor
NCT01908270,Breast Neoplasms,mesh-list
NCT01908270,Neoplasms by Site,mesh-ancestor
NCT01908270,Neoplasms,mesh-ancestor
NCT01908270,Breast Diseases,mesh-ancestor
NCT01908270,Skin Diseases,mesh-ancestor
NCT01908855,Medically Unexplained Symptoms,mesh-list
NCT01914965,Huntington Disease,mesh-list
NCT01914965,Basal Ganglia Diseases,mesh-ancestor
NCT01914965,Brain Diseases,mesh-ancestor
NCT01914965,Central Nervous System Diseases,mesh-ancestor
NCT01914965,Nervous System Diseases,mesh-ancestor
NCT01914965,Dementia,mesh-ancestor
NCT01914965,Chorea,mesh-ancestor
NCT01914965,Dyskinesias,mesh-ancestor
NCT01914965,Movement Disorders,mesh-ancestor
NCT01914965,"Heredodegenerative Disorders, Nervous System",mesh-ancestor
NCT01914965,Neurodegenerative Diseases,mesh-ancestor
NCT01914965,"Genetic Diseases, Inborn",mesh-ancestor
NCT01914965,Cognition Disorders,mesh-ancestor
NCT01914965,Neurocognitive Disorders,mesh-ancestor
NCT01914965,Mental Disorders,mesh-ancestor
NCT01916408,Respiratory Tract Infections,mesh-list
NCT01916408,Cardiovascular Diseases,mesh-list
NCT01916408,Heart Diseases,mesh-list
NCT01916408,Hemostatic Disorders,mesh-list
NCT01916408,"Death, Sudden, Cardiac",mesh-list
NCT01916408,Blood Coagulation Disorders,mesh-list
NCT01916408,Inflammation,mesh-list
NCT01916408,Death,mesh-list
NCT01916408,Pathologic Processes,mesh-list
NCT01916408,"Death, Sudden",mesh-list
NCT01916408,Infections,mesh-ancestor
NCT01916408,Respiratory Tract Diseases,mesh-ancestor
NCT01916408,Hematologic Diseases,mesh-ancestor
NCT01916408,Vascular Diseases,mesh-ancestor
NCT01916408,Hemorrhagic Disorders,mesh-ancestor
NCT01916408,Heart Arrest,mesh-ancestor
NCT00678275,Leukemia,mesh-list
NCT00678275,Precursor Cell Lymphoblastic Leukemia-Lymphoma,mesh-list
NCT00678275,Graft vs Host Disease,mesh-list
NCT00678275,Neoplasms by Histologic Type,mesh-ancestor
NCT00678275,Neoplasms,mesh-ancestor
NCT00678275,"Leukemia, Lymphoid",mesh-ancestor
NCT00678275,Lymphoproliferative Disorders,mesh-ancestor
NCT00678275,Lymphatic Diseases,mesh-ancestor
NCT00678275,Immunoproliferative Disorders,mesh-ancestor
NCT00678275,Immune System Diseases,mesh-ancestor
NCT01921036,Coronary Artery Disease,mesh-list
NCT01921036,Coronary Disease,mesh-ancestor
NCT01921036,Myocardial Ischemia,mesh-ancestor
NCT01921036,Heart Diseases,mesh-ancestor
NCT01921036,Cardiovascular Diseases,mesh-ancestor
NCT01921036,Arteriosclerosis,mesh-ancestor
NCT01921036,Arterial Occlusive Diseases,mesh-ancestor
NCT01921036,Vascular Diseases,mesh-ancestor
NCT01921777,Myalgia,mesh-list
NCT01921777,Muscular Diseases,mesh-ancestor
NCT01921777,Musculoskeletal Diseases,mesh-ancestor
NCT01921777,Neuromuscular Diseases,mesh-ancestor
NCT01921777,Nervous System Diseases,mesh-ancestor
NCT01921777,Musculoskeletal Pain,mesh-ancestor
NCT01921777,Pain,mesh-ancestor
NCT01921777,Neurologic Manifestations,mesh-ancestor
NCT01923493,Neck Pain,mesh-list
NCT01923493,Pain,mesh-ancestor
NCT01923493,Neurologic Manifestations,mesh-ancestor
NCT00681135,Gingivitis,mesh-list
NCT00681135,Dental Plaque,mesh-list
NCT00681135,Infections,mesh-ancestor
NCT00681135,Gingival Diseases,mesh-ancestor
NCT00681135,Periodontal Diseases,mesh-ancestor
NCT00681135,Mouth Diseases,mesh-ancestor
NCT00681135,Stomatognathic Diseases,mesh-ancestor
NCT00681135,Dental Deposits,mesh-ancestor
NCT00681135,Tooth Diseases,mesh-ancestor
NCT01924702,Aphasia,mesh-list
NCT01924702,Speech Disorders,mesh-ancestor
NCT01924702,Language Disorders,mesh-ancestor
NCT01924702,Communication Disorders,mesh-ancestor
NCT01924702,Neurobehavioral Manifestations,mesh-ancestor
NCT01924702,Neurologic Manifestations,mesh-ancestor
NCT01924702,Nervous System Diseases,mesh-ancestor
NCT01924962,Heart Diseases,mesh-list
NCT01924962,Coronary Disease,mesh-list
NCT01924962,Coronary Artery Disease,mesh-list
NCT01924962,Myocardial Ischemia,mesh-list
NCT01924962,Cardiovascular Diseases,mesh-ancestor
NCT01924962,Vascular Diseases,mesh-ancestor
NCT01924962,Arteriosclerosis,mesh-ancestor
NCT01924962,Arterial Occlusive Diseases,mesh-ancestor
NCT01927549,Myocardial Infarction,mesh-list
NCT01927549,"Shock, Cardiogenic",mesh-list
NCT01927549,Infarction,mesh-list
NCT01927549,Shock,mesh-list
NCT01927549,Ischemia,mesh-ancestor
NCT01927549,Pathologic Processes,mesh-ancestor
NCT01927549,Necrosis,mesh-ancestor
NCT01927549,Myocardial Ischemia,mesh-ancestor
NCT01927549,Heart Diseases,mesh-ancestor
NCT01927549,Cardiovascular Diseases,mesh-ancestor
NCT01927549,Vascular Diseases,mesh-ancestor
NCT01927991,Tinnitus,mesh-list
NCT01927991,Hearing Disorders,mesh-ancestor
NCT01927991,Ear Diseases,mesh-ancestor
NCT01927991,Otorhinolaryngologic Diseases,mesh-ancestor
NCT01927991,Sensation Disorders,mesh-ancestor
NCT01927991,Neurologic Manifestations,mesh-ancestor
NCT01927991,Nervous System Diseases,mesh-ancestor
NCT01928810,Disease,mesh-list
NCT01928810,Panic Disorder,mesh-list
NCT01928810,Agoraphobia,mesh-list
NCT01928810,Pathologic Processes,mesh-ancestor
NCT01928810,Anxiety Disorders,mesh-ancestor
NCT01928810,Mental Disorders,mesh-ancestor
NCT01933191,Anxiety Disorders,mesh-list
NCT01933191,Mental Disorders,mesh-ancestor
NCT01934699,Angina Pectoris,mesh-list
NCT01934699,Congenital Abnormalities,mesh-list
NCT01934699,Myocardial Ischemia,mesh-ancestor
NCT01934699,Heart Diseases,mesh-ancestor
NCT01934699,Cardiovascular Diseases,mesh-ancestor
NCT01934699,Vascular Diseases,mesh-ancestor
NCT01934699,Chest Pain,mesh-ancestor
NCT01934699,Pain,mesh-ancestor
NCT01934699,Neurologic Manifestations,mesh-ancestor
NCT00686244,Metabolic Syndrome,mesh-list
NCT00686244,Syndrome,mesh-list
NCT00686244,Disease,mesh-ancestor
NCT00686244,Pathologic Processes,mesh-ancestor
NCT00686244,Insulin Resistance,mesh-ancestor
NCT00686244,Hyperinsulinism,mesh-ancestor
NCT00686244,Glucose Metabolism Disorders,mesh-ancestor
NCT00686244,Metabolic Diseases,mesh-ancestor
NCT00687869,Stroke,mesh-list
NCT00687869,Cerebrovascular Disorders,mesh-ancestor
NCT00687869,Brain Diseases,mesh-ancestor
NCT00687869,Central Nervous System Diseases,mesh-ancestor
NCT00687869,Nervous System Diseases,mesh-ancestor
NCT00687869,Vascular Diseases,mesh-ancestor
NCT00687869,Cardiovascular Diseases,mesh-ancestor
NCT01942473,Premature Birth,mesh-list
NCT01942473,"Obstetric Labor, Premature",mesh-ancestor
NCT01942473,Obstetric Labor Complications,mesh-ancestor
NCT01942473,Pregnancy Complications,mesh-ancestor
NCT00690118,Motor Neuron Disease,mesh-list
NCT00690118,Amyotrophic Lateral Sclerosis,mesh-list
NCT00690118,Sclerosis,mesh-list
NCT00690118,Pathologic Processes,mesh-ancestor
NCT00690118,Neurodegenerative Diseases,mesh-ancestor
NCT00690118,Nervous System Diseases,mesh-ancestor
NCT00690118,Neuromuscular Diseases,mesh-ancestor
NCT00690118,Spinal Cord Diseases,mesh-ancestor
NCT00690118,Central Nervous System Diseases,mesh-ancestor
NCT00690118,TDP-43 Proteinopathies,mesh-ancestor
NCT00690118,Proteostasis Deficiencies,mesh-ancestor
NCT00690118,Metabolic Diseases,mesh-ancestor
NCT01947595,Diabetes Mellitus,mesh-list
NCT01947595,Prediabetic State,mesh-list
NCT01947595,"Diabetes Mellitus, Type 2",mesh-list
NCT01947595,Glucose Metabolism Disorders,mesh-ancestor
NCT01947595,Metabolic Diseases,mesh-ancestor
NCT01947595,Endocrine System Diseases,mesh-ancestor
NCT01953549,Stroke,mesh-list
NCT01953549,Cerebrovascular Disorders,mesh-ancestor
NCT01953549,Brain Diseases,mesh-ancestor
NCT01953549,Central Nervous System Diseases,mesh-ancestor
NCT01953549,Nervous System Diseases,mesh-ancestor
NCT01953549,Vascular Diseases,mesh-ancestor
NCT01953549,Cardiovascular Diseases,mesh-ancestor
NCT01954836,Neoplasms,mesh-list
NCT01956175,Deglutition Disorders,mesh-list
NCT01956175,Stroke,mesh-list
NCT01956175,Cerebrovascular Disorders,mesh-ancestor
NCT01956175,Brain Diseases,mesh-ancestor
NCT01956175,Central Nervous System Diseases,mesh-ancestor
NCT01956175,Nervous System Diseases,mesh-ancestor
NCT01956175,Vascular Diseases,mesh-ancestor
NCT01956175,Cardiovascular Diseases,mesh-ancestor
NCT01956175,Esophageal Diseases,mesh-ancestor
NCT01956175,Gastrointestinal Diseases,mesh-ancestor
NCT01956175,Digestive System Diseases,mesh-ancestor
NCT01956175,Pharyngeal Diseases,mesh-ancestor
NCT01956175,Otorhinolaryngologic Diseases,mesh-ancestor
NCT00693888,Dementia,mesh-list
NCT00693888,Brain Diseases,mesh-ancestor
NCT00693888,Central Nervous System Diseases,mesh-ancestor
NCT00693888,Nervous System Diseases,mesh-ancestor
NCT00693888,Neurocognitive Disorders,mesh-ancestor
