nct_id,name
NCT01171339,Chronic Disease
NCT01172119,Treatment Of Stenotic Lesions In Native Coronary Arteries.
NCT01174420,Open-angle Glaucoma
NCT01174498,Pain
NCT01174992,Dura Defects
NCT01175265,Chronic Obstructive Pulmonary Disease
NCT01176721,Schizophrenia
NCT01178255,Major Depression
NCT01179789,Aged
NCT01179789,Healthy
NCT01179971,Rheumatoid Arthritis
NCT01180322,Acute Myeloid Leukemia (AML)
NCT01181206,Comparing the Number of Surgical Site Infections
NCT01181206,Covering of the Abdominal Wall in Laparotomies With an Approved Abdominal 3M™ Steri-Drape™ Wound Edge Protector and Standard Woven
NCT01181206,Swabs
NCT01181401,Squamous Cell Carcinoma of the Head
NCT01181401,Squamous Cell Carcinoma of the Neck
NCT01186263,Colorectal Cancer
NCT01186263,Liver Metastases
NCT01186510,Postoperative Pulmonary Dysfunction
NCT01186861,Non-Small Cell Lung Cancer (NSCLC) With Nonprogression Following 4 Cycles of Platinum-based Chemotherapy
NCT01187134,Sepsis
NCT01187134,"Shock, Septic"
NCT01187888,Progressive Supranuclear Palsy
NCT01188902,Healthy
NCT01189253,Sarcoma
NCT01191359,Allergy
NCT01196195,Antiretroviral Therapy in HIV-1 Infected Children
NCT01199276,Delirium
NCT01200121,Malignant Ascites
NCT01200121,Gastrointestinal Cancers
NCT01200420,Hepatitis C
NCT01203228,Myelodysplastic Syndromes
NCT01203228,Secondary Acute Myeloid Leukemia
NCT01203254,Crohns Disease
NCT01203254,Bile Acid Malabsorption
NCT01205906,Tinnitus
NCT01205919,Tinnitus
NCT01206790,PTSD
NCT01207960,Dental Phobia
NCT01208194,Advanced Colorectal Carcinoma
NCT01209208,Lymphocytic Colitis
NCT01209377,Post-Traumatic Stress Disorder
NCT01209637,Stable Coronary Artery Disease
NCT01212718,Colorectal Cancer
NCT01212718,Non Resectable Metastasis
NCT01212718,Reference Lesion
NCT01212718,Biopsy
NCT01212718,Thymidylate Synthase Quantitation
NCT01214278,Health
NCT01215071,Bladder Cancer
NCT01215266,Bladder Cancer
NCT01216605,Health
NCT01217528,Cardiac Death
NCT01218217,"Tuberculosis, Pulmonary"
NCT01219244,Mild Cognitive Impairment
NCT01221610,Atherosclerosis
NCT01221610,Arteriosclerosis
NCT01221610,Vascular Disease
NCT01221610,Peripheral Artery Disease
NCT01221779,Post-Stroke Chronic Aphasia
NCT01221779,Anomia (Word-retrieval Impairment)
NCT01223677,Depression
NCT01223677,Anxiety Disorders
NCT01224379,Spondylolisthesis
NCT01224379,Erosive Osteochondrosis in L2-S1
NCT01225133,Osteoarthritis
NCT01225380,Chronic Hepatitis C Infection
NCT01228799,Glaucoma
NCT01228799,Canaloplasty
NCT01228799,Trabeculectomy
NCT01229306,Ablation
NCT01229306,Paroxysmal Atrial Fibrillation
NCT01229774,Coxarthrosis
NCT01229774,Arthroplasties Hip Replacement
NCT01229774,Perioperative Blood Loss
NCT01230086,Defibrillation Testing - ICD Therapy Optimisation
NCT01230723,Coronary Heart Disease
NCT01233180,Neck Pain
NCT01234194,Measure of Nociception
NCT01234233,Hypothermia
NCT01234662,Elective Cesarean Section
NCT01236807,Coronary Artery Disease
NCT01236807,Stable Angina
NCT01236807,Myocardial Ischaemia
NCT01238107,Cancer Cachexia
NCT01240083,Depression
NCT01244048,Moderate Hypertriacylglycerolemic Subjects
NCT01245075,Addiction
NCT01247051,Priming
NCT01247051,Cardiac Surgery
NCT01247051,Cardio Pulmonary Bypass
NCT01249638,Colorectal Cancer Metastatic
NCT01250106,Obesity
NCT01250106,Type 2 Diabetes
NCT01251328,Aortic Valve Stenosis
NCT01251328,Transcatheter Aortic Valve Implantation
NCT01251328,Eligibility for Both Anaesthetic Methods
NCT01255813,Chronic Cluster Headache
NCT01256996,Peri-implantitis
NCT01259739,Exercise Capacity
NCT01261091,Ischemic Stroke
NCT01261091,Intracerebral Hemorrhage
NCT01261091,Subarachnoid Hemorrhage
NCT01261741,Memory Disorder
NCT01261741,"Retention Disorder, Cognitive"
NCT01261741,Subjective Cognitive Impairment
NCT01261741,"Memory, Concentration or Attention Problems"
NCT01261949,Tinnitus
NCT01262521,no Medications
NCT01263522,"Primary Prevention, Cardiovascular Risk Factor Management, Size of Response to Training"
NCT01266655,Alcohol Dependence
NCT01267838,Coronary Artery Disease
NCT01267838,Restenosis
NCT01271361,Coronary Artery Disease
NCT01271361,Myocardial Infarction
NCT01271361,STEMI
NCT01271790,"Hepatitis C, Chronic"
NCT01272674,Coronary Artery Disease
NCT01278537,Cancer
NCT01279577,Crohn´s Disease
NCT01280877,Optic Nerve Diseases
NCT01280877,Optic Nerve Injuries
NCT01280877,Optic Neuropathies
NCT01282827,Visual Impairment
NCT01282918,Ventricular Tachyarrhythmia
NCT01285271,Xenon
NCT01285271,Sevoflurane
NCT01285271,"Anesthetics, Inhalation"
NCT01285271,Coronary Disease
NCT01285271,Coronary Artery Bypass
NCT01289964,Neck Pain
NCT01289964,Neck Pain Musculoskeletal
NCT01289964,Mechanical/Motor Problems With Neck and Trunk
NCT01291693,Hazardous Drinking
NCT01293266,Metabolic Acidosis
NCT01294254,Accelerating the Epithelialization of Split Thickness Skin Graft
NCT01296776,Osteopenia
NCT01296776,Sarcopenia
NCT01296776,Falls
NCT01296997,Healthy Men
NCT01297023,Healthy Subjects
NCT01297712,Colonic Polyps
NCT01299324,Congestive Heart Failure
NCT01299948,HIV Disease Progression
NCT01302600,Spinal Muscular Atrophy Type II
NCT01302600,Spinal Muscular Atrophy Type III Non Ambulant
NCT01303588,Low Back Pain
NCT01304368,Neck Pain
NCT01304992,Hypercholesterolemia
NCT01306552,Tobacco Use Disorder
NCT01309178,Cystic Fibrosis
NCT01309178,Pneumonia
NCT01311245,Hazardous Drinking
NCT01313013,Depression
NCT01316198,Age-Related Macular Degeneration
NCT01317290,Overweight
NCT01317290,Hypercholesterolemia
NCT01318395,Arterial Hypertension
NCT01319357,Diabetes Mellitus Type 2
NCT01320254,Cholangiocarcinomas
NCT01321840,Endometriosis
NCT01323556,Panic Disorder
NCT01323556,Agoraphobia
NCT01323556,Panic Attacks
NCT01326520,"Dermatitis, Atopic"
NCT01326767,"Carcinoma, Non-Small-Cell Lung"
NCT01327534,Myocardial Infarction
NCT01327534,STEMI
NCT01328210,Metabolic Syndrome
NCT01329731,"Tooth; Lesion, White Spot Lesions"
NCT01330485,Major Depressive Disorder
NCT01330823,Pancreatic Carcinoma
NCT01331473,Carotid Artery Stenosis
NCT01331798,Abdominoplasty
NCT01338922,"Diabetes Mellitus, Insulin-Dependent"
NCT01339026,Cardiovascular Disease
NCT01339026,Acute Coronary Syndrome
NCT01339819,Atrial Fibrillation
NCT01343602,Stroke
NCT01347567,Heart Failure
NCT01347567,Systolic Heart Failure
NCT01347567,Acute Decompensated Heart Failure
NCT01350986,Oppositional Defiant Disorder
NCT01350986,Attention Deficit Hyperactivity Disorders
NCT01350986,Attention Deficit and Disruptive Behavior Disorders
NCT01352325,Psychological Well-being
NCT01352702,Coronary Heart Disease
NCT01352702,Atrial Fibrillation
NCT01352702,Acute Coronary Syndrome
NCT01352702,Atherosclerosis
NCT01355835,Parkinson's Disease
NCT01357694,Psychiatric or Mood Diseases or Conditions
NCT01368471,Myocardial Infarction
NCT01378078,Schizophrenia
NCT01379248,Myocardial Infarction
NCT01381198,Cerebral Palsy
NCT01382017,Healthy Male Volunteers
NCT01382680,Other Specified Diseases of Biliary Tract
NCT01384058,Diabetes Mellitus Type 2
NCT01384058,Hypercholesterolemia
NCT01387048,Acne Vulgaris
NCT01388231,Social Phobia
NCT01389375,Coronary Artery Disease
NCT01391338,Chronic Abacterial Prostatitis
NCT01391338,Chronic Pelvic Pain Syndrome
NCT01393067,Stenosis of the Bilio-biliary Anastomosis After Orthotopic Liver Transplantation
NCT01398488,Lung Transplantation
NCT01400022,Vulvar Lichen Sclerosus
NCT01400100,Pancreatic Fistula
NCT01401296,Depression
NCT01402739,Chest Tube Output
NCT01402739,Allogeneic Blood Transfusions
NCT01406067,Oppositional Defiant Disorder
NCT01406730,Males
NCT01406730,Untrained
NCT01406730,30-50 Years Old
NCT01406730,Healthy
NCT01407055,Coronary Artery Bypass Graft Surgery (CABG)
NCT01407055,Patients' Expectations
NCT01407055,Coronary Heart Disease
NCT01407887,Uncomplicated Falciparum Malaria
NCT01409330,Type 2 Diabetes
NCT01409720,Vertebral Bony Metastases
NCT01411566,Psychosis
NCT01411566,Substance Abuse
NCT01412320,End Stage Renal Disease
NCT01412320,Endothelial Dysfunction
NCT01414231,Acute Myeloid Leukaemia
NCT01415622,Venous Insufficiency
NCT01415804,Aortic Dissection
NCT01417312,"Multiple Sclerosis, Relapsing-Remitting"
NCT01417949,HIV-Infection
NCT01418053,Irritable Bowel Syndrome
NCT01418066,Irritable Bowel Syndrome
NCT01420744,Community Acquired Pneumonia
NCT01426880,Tubular Breast Cancer Stage II
NCT01426880,Mucinous Breast Cancer Stage II
NCT01426880,Breast Cancer Female NOS
NCT01426880,Invasive Ductal Breast Cancer
NCT01426880,Tubular Breast Cancer Stage III
NCT01426880,HER-2 Positive Breast Cancer
NCT01426880,Inflammatory Breast Cancer Stage IV
NCT01426880,Inflammatory Breast Cancer
NCT01433523,Asthma
NCT01433653,Grief
NCT01434589,Addiction
NCT01435226,"Hepatitis C, Chronic"
NCT01437930,Hypertriglyceridemia
NCT01438463,Allergic Rhinitis
NCT01438463,Allergic Rhinoconjunctivitis
NCT01439100,Parkinson's Disease With Severe Pain
NCT01440062,Multiple Sclerosis
NCT01441791,Postoperative Respiratory Complications
NCT01441986,Type 2 Diabetes Mellitus
NCT01442610,Sleep Disturbances
NCT01442610,Parkinsons's Disease
NCT01448785,Obesity
NCT01448785,Morbid Obesity
NCT01450865,"Axonal Change, Neuronal"
NCT01450865,Pain
NCT01450930,Primary Adrenal Insufficiency
NCT01453179,Actinic Keratosis
NCT01455675,Cystic Fibrosis
NCT01456364,Coronary Heart Disease
NCT01458457,Breast Cancer
NCT01460758,Depression
NCT01468766,Breast Cancer
NCT01468766,Cancer-related Fatigue
NCT01470677,Endometrial Cancer
NCT01470677,Cervical Cancer
NCT01474265,Smoking Cessation
NCT01475669,Surgical Blood Loss
NCT01475669,Postoperative Blood Loss
NCT01475994,Atopic Dermatitis
NCT01478880,Auditory Hallucinations
NCT01480362,"Foot Ulcer, Diabetic"
NCT01481584,Men
NCT01481909,Mastocytosis
NCT01484418,Low Back Pain
NCT01485952,Huntington Disease
NCT01486329,Stage IV Pancreatic Cancer
NCT01488955,Urinary Tract Infection
NCT01490268,Pain
NCT01491152,Cerebral Palsy (CP)
NCT01495533,In-stent Arterial Restenosis
NCT01498731,Acute Myocardial Infarction
NCT01500330,Neck Pain
NCT01500993,Rectal Cancer
NCT01502163,Perioperative Hypothermia
NCT01502241,Glioblastoma
NCT01502241,Anaplastic Astrocytoma
NCT01503216,Vitamin D Deficiency
NCT01504256,Gastric Adenocarcinoma With Peritoneal Carcinomatosis
NCT01504256,Siewert Type II Adenocarcinoma of Esophagogastric Junction With Peritoneal Carcinomatosis
NCT01504256,Siewert Type III Adenocarcinoma of Esophagogastric Junction With Peritoneal Carcinomatosis
NCT01504347,Prophylaxis of Lyme Borreliosis
NCT01510080,Mental Disorders
NCT01510860,Primary Biliary Cirrhosis
NCT01515852,"Brain Lesion, Stereotactic Biopsy"
NCT01516021,Fat Processing in the Brain
NCT01516827,Post-Traumatic Stress Disorder
NCT01520103,Her2-negative Metastatic Breast Cancer
NCT01520103,Her2-negative Locally Advanced Breast Cancer
NCT01521585,Huntington's Disease
NCT01524055,Pain
NCT01525537,Balanced Anesthesia
NCT01526447,Neck Pain
NCT01530139,Dietary Modification
NCT01534364,Acute Renal Failure
NCT01534455,Metastatic Breast Cancer
NCT01538173,Surgical Side Infections After Breast Reduction
NCT01538355,Relapsing-Remitting Multiple Sclerosis
NCT01538979,Grass Pollen Allergy
NCT01540357,Chronic Tinnitus
NCT01540383,Aphasia
NCT01540383,Stroke
NCT01541579,Crohn's Disease
NCT01541605,Mania
NCT01543243,"Equilibration Disorder, Vestibular Nerve"
NCT01544686,Bloodstream Infection
NCT01554709,Aortic Valve Replacement
NCT01556529,Diabetes Mellitus Type 2
NCT01564004,Breech Presentation at Term
NCT01564095,Terminal Liver Disease
NCT01564095,Ischemia Reperfusion Injury
NCT01564095,Graft Dysfunction
NCT01564095,Graft Failure
NCT01564095,Poor Graft Quality
NCT01566708,Tinnitus
NCT01567956,Ulcerative Colitis
NCT01569204,Hodgkin Lymphoma
NCT01575704,Hematopoetic Stem Cell Transplantation
NCT01576107,Cancer
NCT01577134,Multimorbidity
NCT01578525,Elderly
NCT01578525,Pharmaceutical Care
NCT01578525,Hospital Readmission
NCT01578525,Health Services for the Aged
NCT01578525,Medication Safety
NCT01580124,Atrial Fibrillation
NCT01580124,Persistent Atrial Fibrillation
NCT01582724,Menstrual Pain
NCT01582893,End Stage Renal Disease
NCT01582893,Inflammation
NCT01589913,Anxiety
NCT01589913,Depression
NCT01589913,Quality of Life
NCT01591031,Laryngeal Injuries
NCT01593540,Gingivitis
NCT01593540,Periodontitis
NCT01595997,Mild-to-moderate Psoriasis Vulgaris
NCT01598649,Hypercholesterolemia
NCT01598948,Atherosclerosis
NCT01598948,LDL-hypercholesterolemia
NCT01601769,Cervical Preinvasive Disease
NCT01605487,Cold Contact Urticaria
NCT01606462,Healthy Male Volunteers
NCT01607099,Laxative Compatibility
NCT01607775,Cervical Disc Degeneration
NCT01607775,Cervical Stenosis
NCT01607970,Healthy Male Volunteers
NCT01612312,Non-ST-elevation Myocardial Infarction
NCT01614301,Advanced Melanoma
NCT01616966,"Vocal Cord; Injury, Superficial"
NCT01617343,Spatial Neglect
NCT01617343,Cerebral Stroke
NCT01618565,Shoulder Dystocia
NCT01619657,Cystic Fibrosis Lung Disease
NCT01624961,Malaria
NCT01627015,Infant Nutrition
NCT01627379,Esophageal Squamous Cell Cancer
NCT01628627,"Diabetic Neuropathy, Painful"
NCT01630434,Lung Preservation
NCT01631799,Morbidity
NCT01631799,Mortality
NCT01631799,Complications
NCT01631799,Function
NCT01632371,Restenosis
NCT01632371,Stable Angina Pectoris
NCT01632371,Acute Coronary Syndrome
NCT01634958,Allergic Rhinitis/Rhinoconjunctivitis +- Intermittent Asthma
NCT01634958,Sensitization Against Phleum Pratense Pollen
NCT01634958,Dose-Finding Study
NCT01635114,Elevated Liver Fat Content and Insulin Resistance
NCT01635634,Fibromyalgia
NCT01635660,Intubation Intratracheal
NCT01635660,Airway Management
NCT01635660,Emergency Treatment
NCT01636752,Mild to Moderate Depressive Symptoms
NCT01638793,Hypoxia
NCT01639781,Cardiovascular Diseases
NCT01641185,Prostatic Neoplasms
NCT01647880,Multiple Sclerosis
NCT01651832,Colorectal Cancer
NCT01651832,Chemotherapy
NCT01652391,Major Depression
NCT01654679,Wound Infection Rate After Surgery
NCT01654679,Impact of Wound Infection on Pain and Wound Healing
NCT01655290,Subacute/Chronic Myocardial Infarction
NCT01655368,Schizophrenia
NCT01655368,Depression
NCT01656096,Refractory Hypertension
NCT01656720,Faecal Incontinence
NCT01656928,Obesity
NCT01660425,Attention Deficit-/Hyperactivity Disorder
NCT01662232,Cardiovascular Diseases
NCT01663311,Chronic Tinnitus
NCT01663324,Chronic Tinnitus
NCT01663649,Depression
NCT01668485,Type 1 Diabetes Mellitus
NCT01668498,Ras-wildtype Colorectal Cancer
NCT01669109,Colorectal Neoplasms
NCT01669382,Acute Coronary Syndromes
NCT01669382,Stable Angina Pectoris
NCT01673763,Post-ERCP Acute Pancreatitis
NCT01673776,Proximal Femoral Fracture
NCT01683578,Development of Pulmonary Dysfunction Following Open Abdominal Surgery
NCT01685775,Calculus of Gallbladder With or Without Cholecystitis
NCT01685775,Laparoscopic Cholecystectomy
NCT01692041,Asthma
NCT01693497,Posttraumatic Stress Disorder
NCT01694849,Non-Alcoholic Steatohepatitis (NASH)
NCT01696526,Vitamin D Deficiency
NCT01697306,Bladder Cancer
NCT01700322,Coronary Artery Disease
NCT01701479,Neuroblastoma
NCT01703273,Obesity
NCT01703273,Extreme Obesity
NCT01711905,Deficiency of Vitamin D3
NCT01712464,Impact of Oxytocin on Social Learning
NCT01713426,Non-diabetic Painful Peripheral Polyneuropathy
NCT01713426,Postherpetic Neuralgia (PHN)
NCT01713426,Peripheral Nerve Injury (PNI)
NCT01714414,HIV-1 Infection
NCT01716286,Neural Correlated of Different Foods
NCT01716832,Healthy Subjects
NCT01716923,Focus:Use of S303 RBCs in Patients With Acute Anemia
NCT01719263,Emphysema
NCT01724437,Paroxysmal Atrial Fibrillation
NCT01724437,Catheter Ablation Strategies
NCT01726387,Anxiety Depression (Mild or Not Persistent)
NCT01726387,"Major Depressive Disorder, Single Episode, Unspecified"
NCT01726387,"Neurotic, Stress-related and Somatoform Disorders"
NCT01726933,Plaque Psoriasis
NCT01727362,Breast Cancer
NCT01728441,Peripheral Artery Disease
NCT01729234,Endothelial Dysfunction
NCT01731158,Metastatic Renal Cell Carcinoma
NCT01731249,Hypersensitivity
NCT01731249,Allergic Rhinitis
NCT01731249,Allergic Conjunctivitis
NCT01731249,Seasonal Allergy
NCT01735513,Transaortic Transcatheter Aortic Valve Implantation
NCT04209309,Transcranial Magnetic Stimulation
NCT01084382,HIV
